iter	Passed	Remaining
1026	21032	81363
1027	21048	81327
1028	21084	81368
1029	21108	81358
1030	21124	81322
1031	21145	81302
1032	21165	81280
1033	21187	81268
1034	21207	81243
1035	21230	81232
1036	21250	81211
1037	21268	81180
1038	21283	81138
1039	21303	81115
1040	21315	81064
1041	21332	81031
1042	21352	81008
1043	21367	80968
1044	21385	80937
1045	21404	80911
1046	21415	80855
1047	21424	80792
1048	21440	80754
1049	21459	80729
1050	21474	80688
1051	21494	80664
1052	21512	80637
1053	21549	80677
1054	21566	80643
1055	21589	80632
1056	21601	80580
1057	21614	80533
1058	21629	80492
1059	21648	80465
1060	21673	80462
1061	21689	80425
1062	21710	80410
1063	21723	80360
1064	21744	80343
1065	21766	80327
1066	21781	80287
1067	21799	80258
1068	21812	80209
1069	21823	80157
1070	21836	80107
1071	21855	80081
1072	21876	80066
1073	21899	80052
1074	21912	80006
1075	21925	79959
1076	21941	79923
1077	21965	79914
1078	21983	79885
1079	21991	79822
1080	21999	79756
1081	22021	79739
1082	22041	79721
1083	22053	79670
1084	22066	79620
1085	22107	79676
1086	22122	79638
1087	22148	79636
1088	22163	79597
1089	22175	79545
1090	22201	79545
1091	22213	79495
1092	22224	79442
1093	22249	79438
1094	22272	79428
1095	22300	79436
1096	22320	79413
1097	22345	79409
1098	22360	79370
1099	22384	79364
1100	22402	79333
1101	22418	79297
1102	22433	79260
1103	22452	79235
1104	22468	79197
1105	22486	79170
1106	22500	79129
1107	22524	79121
1108	22553	79129
1109	22572	79105
1110	22590	79076
1111	22632	79134
1112	22662	79146
1113	22703	79196
1114	22735	79216
1115	22761	79215
1116	22786	79210
1117	22807	79194
1118	22840	79216
1119	22881	79267
1120	22900	79241
1121	22929	79251
1122	22957	79258
1123	22975	79229
1124	22987	79178
1125	23000	79131
1126	23021	79113
1127	23036	79076
1128	23046	79020
1129	23058	78971
1130	23075	78936
1131	23087	78889
1132	23140	78980
1133	23169	78988
1134	23187	78960
1135	23201	78917
1136	23208	78852
1137	23233	78845
1138	23244	78796
1139	23263	78768
1140	23276	78722
1141	23287	78670
1142	23295	78608
1143	23305	78552
1144	23322	78522
1145	23337	78483
1146	23353	78447
1147	23370	78416
1148	23398	78422
1149	23412	78379
1150	23430	78351
1151	23454	78345
1152	23472	78317
1153	23487	78279
1154	23506	78254
1155	23533	78253
1156	23557	78247
1157	23581	78239
1158	23595	78197
1159	23617	78183
1160	23634	78151
1161	23653	78126
1162	23670	78093
1163	23689	78069
1164	23714	78065
1165	23727	78019
1166	23738	77969
1167	23749	77918
1168	23766	77887
1169	23785	77860
1170	23812	77864
1171	23839	77866
1172	23864	77859
1173	23891	77862
1174	23926	77887
1175	23958	77904
1176	23981	77894
1177	23996	77856
1178	24012	77820
1179	24028	77786
1180	24042	77747
1181	24057	77707
1182	24067	77656
1183	24078	77605
1184	24091	77560
1185	24132	77607
1186	24151	77582
1187	24163	77533
1188	24180	77504
1189	24205	77497
1190	24219	77458
1191	24234	77419
1192	24248	77380
1193	24270	77365
1194	24285	77329
1195	24302	77295
1196	24322	77275
1197	24335	77230
1198	24348	77189
1199	24362	77148
1200	24381	77123
1201	24399	77097
1202	24413	77055
1203	24429	77021
1204	24454	77015
1205	24470	76983
1206	24483	76940
1207	24498	76902
1208	24519	76883
1209	24530	76836
1210	24552	76821
1211	24586	76843
1212	24610	76833
1213	24642	76850
1214	24665	76839
1215	24696	76850
1216	24711	76814
1217	24724	76771
1218	24743	76748
1219	24758	76710
1220	24772	76669
1221	24790	76644
1222	24814	76633
1223	24827	76592
1224	24840	76550
1225	24855	76513
1226	24873	76484
1227	24888	76449
1228	24904	76416
1229	24915	76368
1230	24925	76315
1231	24947	76300
1232	24958	76252
1233	24973	76214
1234	24986	76174
1235	25002	76140
1236	25035	76158
1237	25049	76118
1238	25071	76103
1239	25085	76065
1240	25104	76041
1241	25141	76072
1242	25157	76038
1243	25166	75985
1244	25183	75955
1245	25194	75908
1246	25219	75900
1247	25241	75885
1248	25260	75861
1249	25273	75819
1250	25299	75816
1251	25318	75794
1252	25333	75759
1253	25353	75738
1254	25375	75720
1255	25392	75691
1256	25402	75642
1257	25421	75618
1258	25449	75619
1259	25474	75615
1260	25491	75585
1261	25505	75545
1262	25516	75498
1263	25531	75462
1264	25547	75430
1265	25573	75427
1266	25598	75420
1267	25634	75446
1268	25662	75450
1269	25679	75420
1270	25697	75393
1271	25716	75369
1272	25740	75362
1273	25754	75321
1274	25765	75276
1275	25776	75228
1276	25785	75176
1277	25806	75156
1278	25822	75126
1279	25847	75120
1280	25866	75096
1281	25884	75069
1282	25911	75067
1283	25938	75069
1284	25961	75055
1285	25977	75024
1286	25995	74997
1287	26014	74974
1288	26028	74935
1289	26043	74901
1290	26068	74894
1291	26082	74854
1292	26098	74825
1293	26121	74812
1294	26147	74808
1295	26177	74815
1296	26196	74792
1297	26211	74757
1298	26230	74732
1299	26244	74695
1300	26258	74658
1301	26267	74606
1302	26283	74574
1303	26297	74535
1304	26314	74506
1305	26327	74467
1306	26340	74427
1307	26357	74396
1308	26369	74353
1309	26379	74305
1310	26391	74262
1311	26403	74218
1312	26414	74173
1313	26426	74131
1314	26439	74090
1315	26449	74042
1316	26461	73998
1317	26478	73971
1318	26490	73927
1319	26508	73903
1320	26523	73869
1321	26540	73838
1322	26550	73791
1323	26565	73756
1324	26590	73749
1325	26611	73733
1326	26622	73689
1327	26635	73648
1328	26645	73599
1329	26654	73549
1330	26666	73506
1331	26685	73485
1332	26702	73456
1333	26716	73419
1334	26728	73376
1335	26738	73331
1336	26750	73288
1337	26771	73270
1338	26788	73242
1339	26803	73208
1340	26821	73185
1341	26840	73161
1342	26869	73165
1343	26889	73145
1344	26902	73105
1345	26919	73078
1346	26939	73057
1347	26953	73022
1348	26971	72998
1349	26988	72969
1350	27007	72946
1351	27019	72905
1352	27032	72866
1353	27044	72823
1354	27054	72777
1355	27065	72734
1356	27099	72750
1357	27120	72735
1358	27135	72701
1359	27199	72798
1360	27242	72841
1361	27264	72825
1362	27278	72789
1363	27296	72763
1364	27309	72725
1365	27333	72716
1366	27353	72696
1367	27369	72666
1368	27380	72622
1369	27393	72581
1370	27402	72533
1371	27414	72492
1372	27426	72452
1373	27445	72428
1374	27459	72393
1375	27471	72352
1376	27482	72308
1377	27492	72263
1378	27502	72216
1379	27512	72170
1380	27526	72135
1381	27549	72124
1382	27575	72118
1383	27584	72070
1384	27598	72033
1385	27608	71990
1386	27635	71987
1387	27653	71962
1388	27673	71942
1389	27681	71891
1390	27694	71853
1391	27703	71805
1392	27717	71769
1393	27733	71740
1394	27757	71732
1395	27770	71695
1396	27779	71645
1397	27791	71605
1398	27808	71577
1399	27828	71559
1400	27853	71551
1401	27867	71518
1402	27882	71485
1403	27902	71465
1404	27922	71445
1405	27943	71427
1406	27967	71419
1407	27981	71383
1408	27996	71353
1409	28009	71314
1410	28021	71275
1411	28039	71250
1412	28050	71207
1413	28066	71178
1414	28075	71130
1415	28092	71103
1416	28104	71063
1417	28125	71047
1418	28140	71015
1419	28148	70966
1420	28160	70926
1421	28168	70877
1422	28223	70944
1423	28244	70927
1424	28262	70903
1425	28275	70867
1426	28292	70839
1427	28306	70804
1428	28321	70774
1429	28346	70767
1430	28370	70757
1431	28383	70720
1432	28402	70699
1433	28423	70681
1434	28443	70663
1435	28454	70620
1436	28464	70577
1437	28480	70547
1438	28491	70507
1439	28502	70463
1440	28515	70428
1441	28529	70394
1442	28541	70354
1443	28563	70340
1444	28582	70318
1445	28596	70284
1446	28615	70263
1447	28633	70240
1448	28655	70225
1449	28675	70205
1450	28691	70175
1451	28702	70134
1452	28717	70103
1453	28727	70061
1454	28747	70040
1455	28781	70056
1456	28797	70028
1457	28816	70004
1458	28838	69992
1459	28859	69974
1460	28876	69949
1461	28893	69921
1462	28920	69920
1463	28947	69917
1464	28962	69885
1465	28984	69871
1466	29005	69854
1467	29034	69856
1468	29045	69816
1469	29054	69769
1470	29069	69738
1471	29084	69707
1472	29102	69684
1473	29112	69641
1474	29133	69623
1475	29143	69582
1476	29157	69548
1477	29172	69515
1478	29191	69496
1479	29241	69547
1480	29267	69541
1481	29283	69512
1482	29300	69487
1483	29318	69463
1484	29333	69431
1485	29352	69410
1486	29361	69365
1487	29370	69320
1488	29378	69272
1489	29385	69222
1490	29397	69186
1491	29407	69142
1492	29431	69133
1493	29444	69098
1494	29464	69078
1495	29482	69054
1496	29499	69028
1497	29510	68988
1498	29525	68958
1499	29542	68932
1500	29551	68888
1501	29567	68858
1502	29580	68824
1503	29594	68790
1504	29616	68778
1505	29632	68748
1506	29651	68728
1507	29669	68704
1508	29695	68698
1509	29718	68686
1510	29743	68679
1511	29758	68648
1512	29772	68616
1513	29785	68580
1514	29805	68562
1515	29818	68526
1516	29826	68481
1517	29843	68454
1518	29867	68445
1519	29879	68407
1520	29891	68370
1521	29912	68355
1522	29932	68336
1523	29944	68298
1524	29957	68263
1525	29973	68235
1526	29988	68204
1527	29996	68159
1528	30004	68113
1529	30011	68065
1530	30021	68024
1531	30029	67977
1532	30044	67947
1533	30067	67936
1534	30088	67918
1535	30099	67881
1536	30107	67835
1537	30117	67794
1538	30132	67762
1539	30145	67728
1540	30159	67696
1541	30173	67666
1542	30186	67630
1543	30199	67595
1544	30215	67568
1545	30272	67633
1546	30293	67616
1547	30308	67588
1548	30333	67578
1549	30359	67573
1550	30374	67544
1551	30381	67497
1552	30389	67451
1553	30400	67412
1554	30420	67393
1555	30427	67346
1556	30433	67296
1557	30444	67259
1558	30456	67223
1559	30470	67190
1560	30483	67156
1561	30502	67135
1562	30513	67099
1563	30531	67075
1564	30547	67047
1565	30566	67026
1566	30580	66996
1567	30594	66963
1568	30606	66929
1569	30614	66883
1570	30627	66849
1571	30640	66816
1572	30651	66779
1573	30658	66731
1574	30673	66701
1575	30679	66654
1576	30701	66639
1577	30716	66610
1578	30737	66593
1579	30750	66560
1580	30765	66533
1581	30778	66499
1582	30788	66459
1583	30798	66418
1584	30806	66375
1585	30824	66351
1586	30839	66322
1587	30856	66298
1588	30876	66280
1589	30898	66265
1590	30921	66254
1591	30949	66253
1592	30966	66229
1593	30986	66210
1594	31003	66185
1595	31016	66152
1596	31036	66134
1597	31052	66108
1598	31065	66074
1599	31083	66051
1600	31104	66037
1601	31125	66019
1602	31139	65989
1603	31158	65969
1604	31170	65934
1605	31183	65899
1606	31197	65870
1607	31213	65843
1608	31223	65804
1609	31233	65764
1610	31247	65734
1611	31256	65692
1612	31460	66062
1613	31488	66058
1614	31503	66029
1615	31518	66001
1616	31539	65985
1617	31562	65972
1618	31578	65946
1619	31592	65914
1620	31601	65874
1621	31616	65845
1622	31637	65827
1623	31647	65789
1624	31659	65753
1625	31682	65741
1626	31713	65747
1627	31732	65726
1628	31748	65699
1629	31769	65682
1630	31785	65656
1631	31793	65613
1632	31803	65573
1633	31814	65537
1634	31825	65499
1635	31840	65471
1636	31864	65461
1637	31889	65452
1638	31912	65440
1639	31934	65427
1640	31959	65419
1641	31980	65402
1642	31998	65378
1643	32007	65338
1644	32022	65310
1645	32042	65292
1646	32060	65269
1647	32074	65238
1648	32087	65205
1649	32108	65189
1650	32133	65180
1651	32147	65150
1652	32156	65111
1653	32174	65088
1654	32196	65074
1655	32217	65057
1656	32236	65036
1657	32252	65010
1658	32269	64986
1659	32293	64975
